label,score
LABEL_3,0.9997114539146423
LABEL_1,0.9997453093528748
LABEL_3,0.9997187256813049
LABEL_1,0.9993717074394226
LABEL_1,0.9998185038566589
LABEL_1,0.603219211101532
LABEL_1,0.99986732006073
LABEL_1,0.9997829794883728
LABEL_3,0.9997300505638123
LABEL_4,0.999834418296814
LABEL_4,0.9998321533203125
LABEL_1,0.999772846698761
LABEL_3,0.9997327923774719
LABEL_1,0.9998648166656494
LABEL_3,0.9996600151062012
LABEL_3,0.999749481678009
LABEL_1,0.5321782827377319
LABEL_3,0.9996271133422852
LABEL_4,0.9998315572738647
LABEL_4,0.9998353719711304
LABEL_2,0.9666581153869629
LABEL_4,0.9998339414596558
LABEL_1,0.9997814297676086
LABEL_1,0.9998636245727539
LABEL_3,0.9997041821479797
LABEL_4,0.9998358488082886
LABEL_4,0.9998332262039185
LABEL_4,0.9998334646224976
LABEL_4,0.9998338222503662
LABEL_1,0.9997633099555969
LABEL_1,0.9996978044509888
LABEL_3,0.9997488856315613
LABEL_3,0.9997119307518005
LABEL_4,0.9998362064361572
LABEL_4,0.9998338222503662
LABEL_3,0.9997288584709167
LABEL_1,0.9998646974563599
LABEL_1,0.9998679161071777
LABEL_4,0.9998302459716797
LABEL_1,0.9998186230659485
LABEL_4,0.9998325109481812
LABEL_4,0.9998325109481812
LABEL_1,0.9998652935028076
LABEL_1,0.999862551689148
LABEL_1,0.9998096823692322
LABEL_1,0.9998619556427002
LABEL_4,0.9998331069946289
LABEL_3,0.9997475743293762
LABEL_3,0.9997345805168152
LABEL_3,0.9997528195381165
LABEL_4,0.9998331069946289
LABEL_1,0.9998629093170166
LABEL_4,0.9998335838317871
LABEL_3,0.999670147895813
LABEL_3,0.9997177720069885
LABEL_1,0.5035834908485413
LABEL_4,0.9998363256454468
LABEL_4,0.9998340606689453
LABEL_3,0.9997226595878601
LABEL_4,0.9998321533203125
LABEL_3,0.9996054768562317
LABEL_1,0.9998692274093628
LABEL_4,0.9998350143432617
LABEL_3,0.9997523427009583
LABEL_3,0.9997298121452332
LABEL_1,0.501008152961731
LABEL_3,0.9997497200965881
LABEL_3,0.9997310042381287
LABEL_4,0.9998279809951782
LABEL_3,0.9996980428695679
LABEL_1,0.9997521042823792
LABEL_3,0.9996342658996582
LABEL_3,0.9996433258056641
LABEL_4,0.9998308420181274
LABEL_4,0.9998347759246826
LABEL_1,0.9998650550842285
LABEL_1,0.9998106360435486
LABEL_3,0.9997300505638123
LABEL_3,0.9997240900993347
LABEL_3,0.9997486472129822
LABEL_4,0.9998338222503662
LABEL_3,0.9997487664222717
LABEL_4,0.9998308420181274
LABEL_1,0.9998028874397278
LABEL_1,0.999866247177124
LABEL_0,0.98827064037323
LABEL_1,0.9990386962890625
LABEL_3,0.9997521042823792
LABEL_1,0.99981290102005
LABEL_4,0.999833345413208
LABEL_3,0.9996531009674072
LABEL_3,0.9997510313987732
LABEL_1,0.9997480511665344
LABEL_4,0.9998331069946289
LABEL_4,0.9998345375061035
LABEL_3,0.99970942735672
LABEL_3,0.9997292160987854
LABEL_3,0.999729335308075
LABEL_1,0.9997878670692444
LABEL_4,0.9998325109481812
LABEL_1,0.5145785212516785
LABEL_3,0.9997490048408508
LABEL_3,0.9996330738067627
LABEL_1,0.999357283115387
LABEL_1,0.9996240139007568
LABEL_3,0.9997523427009583
LABEL_3,0.9997184872627258
LABEL_4,0.9998329877853394
LABEL_4,0.9998307228088379
LABEL_3,0.999515175819397
LABEL_1,0.9998103976249695
LABEL_4,0.9998331069946289
LABEL_1,0.9997895359992981
LABEL_3,0.999733030796051
LABEL_3,0.9997513890266418
LABEL_3,0.9996293783187866
LABEL_3,0.9996691942214966
LABEL_1,0.999862551689148
LABEL_1,0.9998672008514404
LABEL_1,0.9998173117637634
LABEL_1,0.9998661279678345
LABEL_4,0.9998323917388916
LABEL_1,0.9998620748519897
LABEL_1,0.9998657703399658
LABEL_3,0.9997511506080627
LABEL_3,0.9997498393058777
LABEL_3,0.9997419714927673
LABEL_4,0.9998314380645752
LABEL_1,0.9998663663864136
LABEL_3,0.9995916485786438
LABEL_3,0.9996610879898071
LABEL_4,0.999832034111023
LABEL_3,0.9997549653053284
LABEL_1,0.9998014569282532
LABEL_3,0.9997472167015076
LABEL_1,0.9997988343238831
LABEL_1,0.4982958436012268
LABEL_4,0.9998329877853394
LABEL_1,0.999869704246521
LABEL_4,0.9998323917388916
LABEL_4,0.9998292922973633
LABEL_4,0.9998300075531006
LABEL_3,0.9997324347496033
LABEL_3,0.9997441172599792
LABEL_1,0.9997625946998596
LABEL_3,0.9996577501296997
LABEL_1,0.9998658895492554
LABEL_1,0.999788224697113
LABEL_1,0.9998643398284912
LABEL_1,0.9997332692146301
LABEL_4,0.9998340606689453
LABEL_4,0.9998341798782349
LABEL_1,0.9998165965080261
LABEL_4,0.9998338222503662
LABEL_4,0.9998338222503662
LABEL_1,0.9997816681861877
LABEL_1,0.999863862991333
LABEL_1,0.9998366832733154
LABEL_3,0.9997352957725525
LABEL_1,0.9998700618743896
LABEL_1,0.9998587369918823
LABEL_3,0.9997474551200867
LABEL_3,0.999703586101532
LABEL_3,0.9997015595436096
LABEL_1,0.9998644590377808
LABEL_4,0.9998334646224976
LABEL_3,0.9997256398200989
LABEL_1,0.9997941851615906
LABEL_4,0.9998353719711304
LABEL_4,0.9998325109481812
LABEL_4,0.9998323917388916
LABEL_3,0.9997492432594299
LABEL_3,0.9997499585151672
LABEL_4,0.9998339414596558
LABEL_3,0.9997352957725525
LABEL_3,0.9995964169502258
LABEL_4,0.9998327493667603
LABEL_3,0.999749481678009
LABEL_3,0.9996554851531982
LABEL_4,0.9998337030410767
LABEL_1,0.9990679621696472
LABEL_3,0.9997486472129822
LABEL_4,0.9998311996459961
LABEL_1,0.4983445107936859
LABEL_3,0.9997518658638
LABEL_4,0.9998310804367065
LABEL_1,0.9998669624328613
LABEL_1,0.9997679591178894
LABEL_1,0.5317890048027039
LABEL_3,0.9997429251670837
LABEL_4,0.999830961227417
LABEL_1,0.5068196058273315
LABEL_4,0.9998238682746887
LABEL_4,0.999833345413208
LABEL_1,0.9998132586479187
LABEL_4,0.9998337030410767
LABEL_1,0.9998633861541748
LABEL_4,0.9998329877853394
LABEL_3,0.9997511506080627
LABEL_1,0.9998701810836792
LABEL_4,0.9998332262039185
LABEL_1,0.9997686743736267
LABEL_1,0.9997348189353943
LABEL_4,0.9998340606689453
LABEL_1,0.9998594522476196
LABEL_1,0.999863862991333
LABEL_1,0.9998581409454346
LABEL_4,0.9998315572738647
LABEL_1,0.9998121857643127
LABEL_4,0.999833345413208
LABEL_1,0.9998655319213867
LABEL_4,0.9998294115066528
LABEL_1,0.9998613595962524
LABEL_4,0.9998329877853394
LABEL_4,0.999833345413208
LABEL_1,0.9998694658279419
LABEL_4,0.9998296499252319
LABEL_4,0.9998300075531006
LABEL_4,0.9998326301574707
LABEL_4,0.9998334646224976
LABEL_1,0.9998656511306763
LABEL_4,0.999833345413208
LABEL_4,0.999834418296814
LABEL_4,0.99983811378479
LABEL_4,0.999832034111023
LABEL_4,0.9998325109481812
LABEL_3,0.9997113347053528
LABEL_4,0.9998339414596558
LABEL_3,0.9997484087944031
LABEL_3,0.9997382760047913
LABEL_4,0.9998338222503662
LABEL_4,0.9998362064361572
LABEL_3,0.999724805355072
LABEL_3,0.9997485280036926
LABEL_4,0.9998331069946289
LABEL_4,0.9998325109481812
LABEL_3,0.9997531771659851
LABEL_1,0.9998610019683838
LABEL_4,0.9998323917388916
LABEL_4,0.999834418296814
LABEL_4,0.9998301267623901
LABEL_4,0.9998329877853394
LABEL_3,0.9997276663780212
LABEL_3,0.9997329115867615
LABEL_3,0.999752938747406
LABEL_1,0.9998677968978882
LABEL_4,0.9998329877853394
LABEL_3,0.9997478127479553
LABEL_3,0.9997193217277527
LABEL_1,0.9998660087585449
LABEL_3,0.9997473359107971
LABEL_1,0.9998646974563599
LABEL_4,0.9998332262039185
LABEL_1,0.5321550369262695
LABEL_4,0.9998317956924438
LABEL_3,0.999713122844696
LABEL_4,0.9998326301574707
LABEL_4,0.9998339414596558
LABEL_4,0.9998353719711304
LABEL_1,0.9998645782470703
LABEL_4,0.9998350143432617
LABEL_4,0.9998359680175781
LABEL_3,0.9997414946556091
LABEL_1,0.9998674392700195
LABEL_0,0.9880492091178894
LABEL_1,0.5115677118301392
LABEL_4,0.9998316764831543
LABEL_4,0.9998348951339722
LABEL_4,0.9998346567153931
LABEL_3,0.9996609687805176
LABEL_1,0.9998626708984375
LABEL_1,0.9998641014099121
LABEL_3,0.9997133612632751
LABEL_3,0.9996141195297241
LABEL_4,0.9998327493667603
LABEL_4,0.9998341798782349
LABEL_4,0.9998350143432617
LABEL_3,0.9997379183769226
LABEL_3,0.9997150301933289
LABEL_4,0.9998308420181274
LABEL_1,0.9998654127120972
LABEL_1,0.9998087286949158
LABEL_3,0.9997355341911316
LABEL_1,0.9998669624328613
LABEL_1,0.999782383441925
LABEL_4,0.9998327493667603
LABEL_0,0.9878189563751221
LABEL_4,0.9998337030410767
LABEL_1,0.9998689889907837
LABEL_3,0.9997296929359436
LABEL_3,0.9996070265769958
LABEL_4,0.9998328685760498
LABEL_3,0.9997021555900574
LABEL_1,0.9997617602348328
LABEL_1,0.5301019549369812
LABEL_3,0.9997233748435974
LABEL_1,0.999783456325531
LABEL_1,0.999868631362915
LABEL_3,0.999707043170929
LABEL_4,0.9998358488082886
LABEL_4,0.999832272529602
LABEL_3,0.9997299313545227
LABEL_4,0.9998311996459961
LABEL_3,0.9997429251670837
LABEL_1,0.9998587369918823
LABEL_3,0.9996671676635742
LABEL_4,0.9998354911804199
LABEL_4,0.9998351335525513
LABEL_4,0.9998323917388916
LABEL_3,0.9997125267982483
LABEL_3,0.9996311664581299
LABEL_4,0.9998350143432617
LABEL_1,0.9997490048408508
LABEL_4,0.9998345375061035
LABEL_4,0.9998338222503662
LABEL_1,0.5334581136703491
LABEL_4,0.9998332262039185
LABEL_4,0.9998350143432617
LABEL_4,0.9998328685760498
LABEL_1,0.9998182654380798
LABEL_4,0.9998319149017334
LABEL_4,0.9998310804367065
LABEL_3,0.9995777010917664
LABEL_1,0.9998674392700195
LABEL_3,0.9996100068092346
LABEL_3,0.9996639490127563
LABEL_3,0.9997230172157288
LABEL_4,0.9998350143432617
LABEL_3,0.9996161460876465
LABEL_4,0.9998321533203125
LABEL_1,0.5075654983520508
LABEL_1,0.9997605681419373
LABEL_4,0.9998297691345215
LABEL_4,0.9998334646224976
LABEL_1,0.9998646974563599
LABEL_4,0.9998345375061035
LABEL_1,0.9997804760932922
LABEL_1,0.9998133778572083
LABEL_4,0.9998321533203125
LABEL_3,0.999713122844696
LABEL_1,0.9998643398284912
LABEL_3,0.9997301697731018
LABEL_4,0.999834418296814
LABEL_1,0.9998637437820435
LABEL_4,0.9998363256454468
LABEL_3,0.9997066855430603
LABEL_4,0.9998328685760498
LABEL_3,0.9996581077575684
LABEL_3,0.9997506737709045
LABEL_1,0.9998227953910828
LABEL_3,0.9997523427009583
LABEL_4,0.9998342990875244
LABEL_1,0.533247172832489
LABEL_1,0.9997897744178772
LABEL_1,0.9998689889907837
LABEL_4,0.9998329877853394
LABEL_3,0.9997511506080627
LABEL_3,0.9997493624687195
LABEL_4,0.9998311996459961
LABEL_1,0.9997952580451965
LABEL_0,0.9882688522338867
LABEL_1,0.5072237849235535
LABEL_4,0.9998334646224976
LABEL_4,0.9998311996459961
LABEL_4,0.9998325109481812
LABEL_3,0.9997311234474182
LABEL_4,0.9998328685760498
LABEL_4,0.9998331069946289
LABEL_1,0.9998668432235718
LABEL_4,0.9998332262039185
LABEL_4,0.999832034111023
LABEL_1,0.9997922778129578
LABEL_4,0.9998325109481812
LABEL_3,0.9997276663780212
LABEL_3,0.9997333884239197
LABEL_3,0.9997338652610779
LABEL_3,0.999717652797699
LABEL_1,0.9998648166656494
LABEL_3,0.9997478127479553
LABEL_1,0.9997460246086121
LABEL_3,0.9996215105056763
LABEL_1,0.5332188010215759
LABEL_3,0.9996774196624756
LABEL_4,0.9998331069946289
LABEL_0,0.9881176352500916
LABEL_1,0.9998713731765747
LABEL_3,0.9997358918190002
LABEL_4,0.9998326301574707
LABEL_4,0.999833345413208
LABEL_1,0.999768078327179
LABEL_4,0.9998351335525513
LABEL_4,0.9998327493667603
LABEL_3,0.999727189540863
LABEL_4,0.9998335838317871
LABEL_4,0.9998356103897095
LABEL_1,0.9997861981391907
LABEL_3,0.9997509121894836
LABEL_3,0.9997264742851257
LABEL_4,0.9998350143432617
LABEL_3,0.9996936321258545
LABEL_3,0.9997414946556091
LABEL_4,0.999832034111023
LABEL_4,0.9998334646224976
LABEL_1,0.9998712539672852
LABEL_4,0.9998317956924438
LABEL_1,0.9998657703399658
LABEL_4,0.9998365640640259
LABEL_3,0.9997090697288513
LABEL_4,0.9998354911804199
LABEL_1,0.9997968077659607
LABEL_4,0.9998340606689453
LABEL_3,0.9997125267982483
LABEL_1,0.9998658895492554
LABEL_3,0.9997254014015198
LABEL_3,0.999679684638977
LABEL_4,0.9998345375061035
LABEL_1,0.9998672008514404
LABEL_4,0.999833345413208
LABEL_1,0.9998680353164673
LABEL_1,0.9998667240142822
LABEL_3,0.9997499585151672
LABEL_1,0.5039107799530029
LABEL_4,0.9998335838317871
LABEL_1,0.9998235106468201
LABEL_4,0.9998314380645752
LABEL_1,0.9997604489326477
LABEL_1,0.9998639822006226
LABEL_1,0.9998635053634644
LABEL_1,0.9997796416282654
LABEL_1,0.9998680353164673
LABEL_3,0.9997493624687195
LABEL_4,0.9998354911804199
LABEL_4,0.999832034111023
LABEL_4,0.9998319149017334
LABEL_3,0.9997300505638123
LABEL_1,0.9998648166656494
LABEL_3,0.9996194839477539
LABEL_4,0.9998254179954529
LABEL_1,0.9998689889907837
LABEL_4,0.999834418296814
LABEL_1,0.9998644590377808
LABEL_1,0.999862551689148
LABEL_3,0.9997307658195496
LABEL_1,0.9998664855957031
LABEL_1,0.5320799946784973
LABEL_1,0.9998667240142822
LABEL_1,0.9998619556427002
LABEL_3,0.9996817111968994
LABEL_1,0.9998031258583069
LABEL_1,0.9998675584793091
LABEL_4,0.9998335838317871
LABEL_1,0.5030918717384338
LABEL_1,0.49824604392051697
LABEL_3,0.9997506737709045
LABEL_3,0.9997499585151672
LABEL_4,0.9998316764831543
LABEL_4,0.999836802482605
LABEL_1,0.9998003840446472
LABEL_3,0.9996367692947388
LABEL_1,0.999864935874939
LABEL_1,0.9998677968978882
LABEL_4,0.9998329877853394
LABEL_4,0.999828577041626
LABEL_4,0.999834418296814
LABEL_1,0.5335730314254761
LABEL_3,0.9996590614318848
LABEL_4,0.9998326301574707
LABEL_3,0.9997313618659973
LABEL_3,0.9996576309204102
LABEL_4,0.9998353719711304
LABEL_3,0.9997524619102478
LABEL_2,0.7847387194633484
LABEL_1,0.99978107213974
LABEL_1,0.999862551689148
LABEL_1,0.9997583031654358
LABEL_4,0.9998335838317871
LABEL_1,0.9998637437820435
LABEL_3,0.9996910095214844
LABEL_4,0.9998321533203125
LABEL_1,0.9993734955787659
LABEL_1,0.9998699426651001
LABEL_4,0.9998304843902588
LABEL_1,0.999861478805542
LABEL_4,0.9998282194137573
LABEL_4,0.999833345413208
LABEL_4,0.9998347759246826
LABEL_4,0.9998354911804199
LABEL_3,0.9997356534004211
LABEL_4,0.9998338222503662
LABEL_1,0.5315770506858826
LABEL_4,0.9998342990875244
LABEL_1,0.9997829794883728
LABEL_4,0.9998332262039185
LABEL_3,0.9997082352638245
LABEL_3,0.9997056126594543
LABEL_4,0.9998340606689453
LABEL_1,0.999859094619751
LABEL_1,0.9998238682746887
LABEL_1,0.9998626708984375
LABEL_4,0.9998339414596558
LABEL_4,0.9998354911804199
LABEL_4,0.9998311996459961
LABEL_3,0.9996498823165894
LABEL_1,0.9998161196708679
LABEL_4,0.9998353719711304
LABEL_1,0.999744713306427
LABEL_1,0.9998573064804077
LABEL_3,0.9996135830879211
LABEL_4,0.9998306035995483
LABEL_3,0.9997525811195374
LABEL_3,0.9997419714927673
LABEL_3,0.9996715784072876
LABEL_4,0.9998328685760498
LABEL_1,0.9998613595962524
LABEL_4,0.9998348951339722
LABEL_1,0.9998693466186523
LABEL_4,0.9998306035995483
LABEL_4,0.9998304843902588
LABEL_4,0.999832272529602
LABEL_4,0.9998351335525513
LABEL_1,0.9998180270195007
LABEL_1,0.9998693466186523
LABEL_1,0.5080071687698364
LABEL_1,0.9998024106025696
LABEL_1,0.9998639822006226
LABEL_1,0.9998134970664978
LABEL_3,0.9997137188911438
LABEL_4,0.9998314380645752
LABEL_4,0.9998325109481812
LABEL_4,0.9998331069946289
LABEL_3,0.9997350573539734
LABEL_4,0.9998375177383423
LABEL_4,0.9998273253440857
LABEL_3,0.9997226595878601
LABEL_4,0.9998314380645752
LABEL_4,0.9998358488082886
LABEL_4,0.9998354911804199
LABEL_4,0.9998332262039185
LABEL_1,0.9997993111610413
LABEL_3,0.9997478127479553
LABEL_4,0.9998342990875244
LABEL_4,0.999832034111023
LABEL_3,0.9997367262840271
LABEL_3,0.9997486472129822
LABEL_4,0.9998339414596558
LABEL_4,0.9998364448547363
LABEL_3,0.999748170375824
LABEL_4,0.9998335838317871
LABEL_4,0.9998341798782349
LABEL_3,0.9995212554931641
LABEL_4,0.9998342990875244
LABEL_1,0.9997280240058899
LABEL_4,0.9998364448547363
LABEL_1,0.9998575448989868
LABEL_1,0.999834418296814
LABEL_1,0.9998617172241211
LABEL_1,0.9998176693916321
LABEL_4,0.999832272529602
LABEL_4,0.9998350143432617
LABEL_4,0.9998340606689453
LABEL_3,0.9997487664222717
LABEL_4,0.9998335838317871
LABEL_3,0.9997501969337463
LABEL_4,0.9998300075531006
LABEL_1,0.9998107552528381
LABEL_4,0.9998341798782349
LABEL_4,0.9998347759246826
LABEL_2,0.9658584594726562
LABEL_4,0.9998323917388916
LABEL_1,0.9997624754905701
LABEL_1,0.9997945427894592
LABEL_4,0.9998340606689453
LABEL_1,0.999782145023346
LABEL_0,0.9908646941184998
LABEL_4,0.9998339414596558
LABEL_4,0.9998363256454468
LABEL_4,0.9998321533203125
LABEL_1,0.9998663663864136
LABEL_3,0.999605119228363
LABEL_4,0.9998308420181274
LABEL_3,0.9996126294136047
LABEL_1,0.9998643398284912
LABEL_3,0.9997530579566956
LABEL_3,0.9996702671051025
LABEL_1,0.5311749577522278
LABEL_4,0.9998350143432617
LABEL_4,0.9998332262039185
LABEL_4,0.9998317956924438
LABEL_3,0.9996616840362549
LABEL_4,0.9998308420181274
LABEL_1,0.5312671661376953
LABEL_3,0.9997132420539856
LABEL_1,0.9998688697814941
LABEL_4,0.9998263716697693
LABEL_4,0.9998332262039185
LABEL_4,0.9998345375061035
LABEL_1,0.9998657703399658
LABEL_4,0.9998331069946289
LABEL_1,0.9998699426651001
LABEL_3,0.9996273517608643
LABEL_4,0.9998387098312378
LABEL_3,0.9997473359107971
LABEL_3,0.999749481678009
LABEL_1,0.9998651742935181
LABEL_4,0.9998319149017334
LABEL_1,0.9998032450675964
LABEL_3,0.9997319579124451
LABEL_4,0.9998325109481812
LABEL_4,0.9998342990875244
LABEL_3,0.9997040629386902
LABEL_1,0.9997637867927551
LABEL_4,0.9998345375061035
LABEL_4,0.9998329877853394
LABEL_1,0.9998206496238708
LABEL_3,0.9997509121894836
LABEL_1,0.9998639822006226
LABEL_1,0.5092920064926147
LABEL_4,0.9998351335525513
LABEL_4,0.9998350143432617
LABEL_4,0.9998314380645752
LABEL_4,0.9998346567153931
LABEL_4,0.9998331069946289
LABEL_4,0.9998323917388916
LABEL_3,0.9996577501296997
LABEL_4,0.9998337030410767
LABEL_4,0.9998339414596558
LABEL_3,0.99959796667099
LABEL_3,0.9997139573097229
LABEL_3,0.4952217638492584
LABEL_4,0.9998340606689453
LABEL_3,0.9997430443763733
LABEL_4,0.9998327493667603
LABEL_1,0.999812662601471
LABEL_3,0.9997357726097107
LABEL_3,0.999727189540863
LABEL_1,0.9998594522476196
LABEL_4,0.999828577041626
LABEL_1,0.999799907207489
LABEL_4,0.9998319149017334
LABEL_4,0.9998346567153931
LABEL_3,0.9997344613075256
LABEL_3,0.9997122883796692
LABEL_1,0.9998668432235718
LABEL_3,0.9997497200965881
LABEL_4,0.9998342990875244
LABEL_1,0.9998636245727539
LABEL_4,0.9998325109481812
LABEL_3,0.999722421169281
LABEL_1,0.5061226487159729
LABEL_4,0.9998347759246826
LABEL_1,0.9998656511306763
LABEL_3,0.9997480511665344
LABEL_3,0.9997493624687195
LABEL_1,0.9997753500938416
LABEL_1,0.9998683929443359
LABEL_1,0.9998691082000732
LABEL_1,0.9998635053634644
LABEL_3,0.9997509121894836
LABEL_4,0.9998332262039185
LABEL_1,0.9997345805168152
LABEL_1,0.9998043179512024
LABEL_1,0.9997597336769104
LABEL_3,0.9997252821922302
LABEL_4,0.9998331069946289
LABEL_4,0.9998319149017334
LABEL_4,0.9998321533203125
LABEL_3,0.999749481678009
LABEL_3,0.9997194409370422
LABEL_3,0.999743640422821
LABEL_1,0.9997584223747253
LABEL_4,0.9998352527618408
LABEL_1,0.9998667240142822
LABEL_3,0.9997296929359436
LABEL_3,0.9997121691703796
LABEL_1,0.5178666710853577
LABEL_4,0.9998335838317871
LABEL_4,0.9998365640640259
LABEL_1,0.9998043179512024
LABEL_1,0.9998672008514404
LABEL_3,0.9997498393058777
LABEL_3,0.9996767044067383
LABEL_3,0.9997497200965881
LABEL_4,0.9998340606689453
LABEL_3,0.9997344613075256
LABEL_1,0.5077911615371704
LABEL_3,0.9997285008430481
LABEL_4,0.9998339414596558
LABEL_4,0.9998338222503662
LABEL_4,0.9998304843902588
LABEL_4,0.9998321533203125
LABEL_1,0.9998705387115479
LABEL_1,0.9998642206192017
LABEL_1,0.9998635053634644
LABEL_4,0.9998341798782349
LABEL_4,0.9998328685760498
LABEL_4,0.9998351335525513
LABEL_3,0.9997525811195374
LABEL_3,0.9997517466545105
LABEL_3,0.9997506737709045
LABEL_4,0.9998301267623901
LABEL_1,0.5063703060150146
LABEL_4,0.9998348951339722
LABEL_3,0.9997492432594299
LABEL_1,0.49612167477607727
LABEL_1,0.9998636245727539
LABEL_4,0.9998279809951782
LABEL_3,0.999750554561615
LABEL_1,0.999864935874939
LABEL_3,0.9997461438179016
LABEL_3,0.9996428489685059
LABEL_1,0.9998761415481567
LABEL_1,0.9998120665550232
LABEL_3,0.9997133612632751
LABEL_4,0.9998332262039185
LABEL_3,0.9996750354766846
LABEL_1,0.9998059868812561
LABEL_1,0.9997842907905579
LABEL_1,0.9998672008514404
LABEL_1,0.9998712539672852
LABEL_1,0.4981852173805237
LABEL_3,0.9997407793998718
LABEL_1,0.9998675584793091
LABEL_1,0.9997591376304626
LABEL_1,0.999870777130127
LABEL_4,0.9998319149017334
LABEL_3,0.9997492432594299
LABEL_1,0.9998182654380798
LABEL_1,0.9998111128807068
LABEL_1,0.9998689889907837
LABEL_1,0.9997957348823547
LABEL_3,0.9997245669364929
LABEL_4,0.9998310804367065
LABEL_4,0.9998382329940796
LABEL_4,0.9998340606689453
LABEL_1,0.9998076558113098
LABEL_1,0.9998658895492554
LABEL_4,0.9998296499252319
LABEL_3,0.9997343420982361
LABEL_3,0.9997490048408508
LABEL_4,0.9998332262039185
LABEL_1,0.5248335599899292
LABEL_3,0.9997180104255676
LABEL_4,0.9998331069946289
LABEL_4,0.9998351335525513
LABEL_3,0.9997486472129822
LABEL_3,0.9997170567512512
LABEL_4,0.9998326301574707
LABEL_3,0.9996517896652222
LABEL_3,0.9996196031570435
LABEL_3,0.9996275901794434
LABEL_3,0.9997478127479553
LABEL_4,0.9998350143432617
LABEL_4,0.9998304843902588
LABEL_4,0.9998319149017334
LABEL_3,0.9997349381446838
LABEL_4,0.999832272529602
LABEL_4,0.9998337030410767
LABEL_4,0.9998339414596558
LABEL_4,0.9998353719711304
LABEL_4,0.9998366832733154
LABEL_1,0.9998631477355957
LABEL_4,0.9998363256454468
LABEL_3,0.9996180534362793
LABEL_4,0.9998339414596558
LABEL_3,0.9997218251228333
LABEL_1,0.9997979998588562
LABEL_4,0.9998334646224976
LABEL_4,0.9998321533203125
LABEL_3,0.9997351765632629
LABEL_3,0.999755322933197
LABEL_3,0.9996397495269775
LABEL_3,0.9997074007987976
LABEL_1,0.9998687505722046
LABEL_3,0.9997473359107971
LABEL_1,0.9998654127120972
LABEL_4,0.9998310804367065
LABEL_3,0.9996933937072754
